Citation,x,y,cluster,keywords,Index,Full Name,ACM Fellow Profile,DBLP profile,Google Scholar Profile,image_url
for contributions to complexity theory.,1.972284,9.045966,2,"combinatorial, computational, theory, complexity, algorithms",834,Lance Fortnow,https://awards.acm.org/award-recipients/fortnow_2834851,https://dblp.org/pid/f/LanceFortnow,https://scholar.google.com/citations?user=Yf5wVssAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Yf5wVssAAAAJ
for contributions to software design.,-1.4873948,8.457471,3,"systems, verification, languages, software, programming",835,Larry Constantine,https://awards.acm.org/award-recipients/constantine_3358900,https://dblp.org/pid/81/6587,,
for contributions to functional and object-oriented programming languages.,-1.6574687,7.6809607,3,"systems, verification, languages, software, programming",836,Martin Odersky,https://awards.acm.org/award-recipients/odersky_3873304,https://dblp.org/pid/o/MartinOdersky,https://scholar.google.com/citations?user=LbRD9tEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=LbRD9tEAAAAJ
for contributions to type theory and program analysis.,-1.2023973,7.3268566,3,"systems, verification, languages, software, programming",837,Mitchell Wand,https://awards.acm.org/award-recipients/wand_1239896,https://dblp.org/pid/w/MitchellWand,https://scholar.google.com/citations?user=Y0E0lsgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Y0E0lsgAAAAJ
for contributions to computer graphics.,5.540665,9.338508,6,"rendering, image, graphics, computer, vision",838,Marc Levoy,https://awards.acm.org/award-recipients/levoy_2513653,https://dblp.org/pid/l/MarcLevoy,https://scholar.google.com/citations?user=gbVh3PEAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=gbVh3PEAAAAJ
for contributions to computer graphics and computer vision.,5.8710494,9.01477,6,"rendering, image, graphics, computer, vision",839,Michael F. Cohen,https://awards.acm.org/award-recipients/cohen_3186095,https://dblp.org/pid/07/1994,https://scholar.google.com/citations?user=YAtwLpwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=YAtwLpwAAAAJ
for contributions to compilers and program analysis.,-1.5278767,6.523739,3,"systems, verification, languages, software, programming",840,Monica Lam,https://awards.acm.org/award-recipients/lam_3416419,https://dblp.org/pid/l/MonicaSLam,https://scholar.google.com/citations?user=4hS0jZ8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4hS0jZ8AAAAJ
for contributions to the theory of programming languages.,-1.2129611,7.267934,3,"systems, verification, languages, software, programming",841,Philip Wadler,https://awards.acm.org/award-recipients/wadler_3048733,https://dblp.org/pid/w/PhilipWadler,https://scholar.google.com/citations?user=Iz-3VFQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Iz-3VFQAAAAJ
for contributions to symbolic computation and computational biology.,3.7573783,8.404418,2,"combinatorial, computational, theory, complexity, algorithms",842,Bud Mishra,https://awards.acm.org/award-recipients/mishra_4137345,https://dblp.org/pid/m/BhubaneswarMishra,https://scholar.google.com/citations?user=kXVBr20AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=kXVBr20AAAAJ
for contributions to computer graphics and vision.,5.9891467,8.895289,6,"rendering, image, graphics, computer, vision",843,Demetri Terzopoulos,https://awards.acm.org/award-recipients/terzopoulos_5090733,https://dblp.org/pid/85/4738,https://scholar.google.com/citations?user=pKuBFaQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=pKuBFaQAAAAJ
for contributions to algorithms and complexity theory.,2.062821,9.03665,2,"combinatorial, computational, theory, complexity, algorithms",844,Rajeev Motwani,https://awards.acm.org/award-recipients/motwani_4305223,https://dblp.org/pid/m/RajeevMotwani,https://scholar.google.com/citations?user=PicFgrAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=PicFgrAAAAAJ
for contributions to computational biology and computational complexity.,3.8523295,8.350228,2,"combinatorial, computational, theory, complexity, algorithms",845,Tao  Jiang,https://awards.acm.org/award-recipients/jiang_3376910,https://dblp.org/pid/47/1942,,
for contributions to the specification and verification of reactive and hybrid systems.,-2.6292713,6.9622164,3,"systems, verification, languages, software, programming",846,Rajeev Alur,https://awards.acm.org/award-recipients/alur_3671617,https://dblp.org/pid/a/RAlur,https://scholar.google.com/citations?user=ZvLa1RIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=ZvLa1RIAAAAJ
for contributions to the use of programming environments in education and entertainment.,-1.1123899,8.022117,3,"systems, verification, languages, software, programming",847,Randy Pausch,https://awards.acm.org/award-recipients/pausch_3279411,https://dblp.org/pid/p/RandyFPausch,,
for contributions to data semantics and web services.,2.360468,6.648932,5,"query, systems, data, management, database",848,Richard Hull,https://awards.acm.org/award-recipients/hull_1920347,https://dblp.org/pid/h/RichardHull,https://scholar.google.com/citations?user=Yd6uJAgAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Yd6uJAgAAAAJ
for contributions to computability and complexity theory.,1.9457293,8.959274,2,"combinatorial, computational, theory, complexity, algorithms",849,Rodney Downey,https://awards.acm.org/award-recipients/downey_4371977,https://dblp.org/pid/d/RodneyGDowney,,
for contributions to the mathematical foundations of optimizing parallelizing compilers.,-1.1075447,6.097856,2,"combinatorial, computational, theory, complexity, algorithms",850,Utpal Banerjee,https://awards.acm.org/award-recipients/banerjee_1882547,https://dblp.org/pid/78/4723,,
"for contributions to parallel, distributed and reconfigurable computing.",0.059489608,5.1494627,9,"memory, systems, distributed, parallel, computing",851,Viktor Prasanna,https://awards.acm.org/award-recipients/prasanna_5198114,https://dblp.org/pid/p/ViktorKPrasanna,https://scholar.google.com/citations?user=4FQXSP8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=4FQXSP8AAAAJ
for contributions to computer-based systems for people with disabilities.,4.4388094,4.770455,7,"cooperative, computing, computer, interaction, human",852,Alan Newell,https://awards.acm.org/award-recipients/newell_CL65900,https://dblp.org/pid/132/1811,https://scholar.google.com/citations?user=5WfqzjkAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=5WfqzjkAAAAJ
for contributions to internet measurement and engineering.,1.0436971,3.1736739,8,"protocols, internet, systems, networks, wireless",853,Albert G Greenberg,https://awards.acm.org/award-recipients/greenberg_3415148,https://dblp.org/pid/g/AlbertGGreenberg,,
for contributions to data integration and knowledge representation.,2.321126,6.6749253,5,"query, systems, data, management, database",854,Alon Yitzchak Halevy,https://awards.acm.org/award-recipients/halevy_5041603,,,
for contributions to computer algebra and symbolic computation.,2.092651,8.760253,2,"combinatorial, computational, theory, complexity, algorithms",855,Anthony C Hearn,https://awards.acm.org/award-recipients/hearn_1069624,https://dblp.org/pid/87/1081,,
for contributions to dataflow computing and verification.,-2.443442,7.012086,2,"combinatorial, computational, theory, complexity, algorithms",856,Arvind  Arvind,https://awards.acm.org/award-recipients/arvind_3667433,https://dblp.org/pid/243/1137,,
for leadership in broadening participation in computing.,4.078141,4.7369285,7,"cooperative, computing, computer, interaction, human",857,Bryant W York,https://awards.acm.org/award-recipients/york_1471234,https://dblp.org/pid/y/BryantWYork,https://scholar.google.com/citations?user=F3OmfN0AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=F3OmfN0AAAAJ
for contributions to user interface technology.,4.9253335,4.893594,7,"cooperative, computing, computer, interaction, human",858,Dan R Olsen,https://awards.acm.org/award-recipients/olsen_2000610,https://dblp.org/pid/o/DanROlsen,,
for mentoring activities and contributions to numerical algorithms.,1.7322842,8.255371,2,"combinatorial, computational, theory, complexity, algorithms",859,Dianne Prost OLeary,https://awards.acm.org/award-recipients/oleary_1275429,,,
for leadership and contributions to scalable distributed systems.,0.97175264,4.5761137,9,"memory, systems, distributed, parallel, computing",860,Alfred Z Spector,https://awards.acm.org/award-recipients/spector_CR79707,https://dblp.org/pid/s/AlfredZSpector,,
for contributions to computer vision and computer graphics.,5.9342327,8.924759,6,"rendering, image, graphics, computer, vision",861,Heung-Yeung Shum,https://awards.acm.org/award-recipients/shum_4767844,https://dblp.org/pid/s/HarryShum,,
for contributions to the development and application of cognitive architectures.,3.2504537,7.24814,1,"machine, natural, artificial, intelligence, learning",862,John E. Laird,https://awards.acm.org/award-recipients/laird_1610138,https://dblp.org/pid/l/JohnELaird,,
for contributions to distributed data management and service to the database community.,1.539484,5.735905,5,"query, systems, data, management, database",863,M. Tamer Ozsu,https://awards.acm.org/award-recipients/ozsu_1498880,https://dblp.org/pid/o/MTamerOzsu,https://scholar.google.com/citations?user=dwxm_CoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dwxm_CoAAAAJ
for contributions to computational complexity theory.,1.943277,9.035345,2,"combinatorial, computational, theory, complexity, algorithms",864,Eric Allender,https://awards.acm.org/award-recipients/allender_1983055,https://dblp.org/pid/a/EAllender,https://scholar.google.com/citations?user=dQwv9e4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=dQwv9e4AAAAJ
for contributions to mechanized theorem proving.,-1.8962039,7.139875,2,"combinatorial, computational, theory, complexity, algorithms",865,J Strother Moore,https://awards.acm.org/award-recipients/moore_4797627,https://dblp.org/pid/m/JStrotherMoore,,
"for contributions to programming languages, compilers, and computer architecture.",-1.3728791,6.3310714,3,"systems, verification, languages, software, programming",866,James Larus,https://awards.acm.org/award-recipients/larus_1713445,https://dblp.org/pid/l/JamesRLarus,https://scholar.google.com/citations?user=xWZTGPUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=xWZTGPUAAAAJ
for contributions to algebraic specifications and abstract data types.,-1.4128952,7.3342886,3,"systems, verification, languages, software, programming",867,John Guttag,https://awards.acm.org/award-recipients/guttag_4811303,https://dblp.org/pid/344/9799,https://scholar.google.com/citations?user=TvyZkdwAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=TvyZkdwAAAAJ
for contributions to artificial intelligence and cognitive science.,3.5402944,7.575932,1,"machine, natural, artificial, intelligence, learning",868,Kenneth Forbus,https://awards.acm.org/award-recipients/forbus_2642585,https://dblp.org/pid/f/KDForbus,https://scholar.google.com/citations?user=IdRYT-8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=IdRYT-8AAAAJ
"for research leadership, and contributions to federated database systems.",1.6273094,5.5086746,5,"query, systems, data, management, database",869,Laura M Haas,https://awards.acm.org/award-recipients/haas_1740851,https://dblp.org/pid/h/LauraMHaas,,
for contributions to information processing and web analysis.,4.52528,6.238368,1,"machine, natural, artificial, intelligence, learning",870,Lee Giles,https://awards.acm.org/award-recipients/giles_5219597,https://dblp.org/pid/g/CLeeGiles,https://scholar.google.com/citations?user=sAkg9T8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=sAkg9T8AAAAJ
for contributions to protocol designs for packet switched networks.,1.6534175,3.155886,8,"protocols, internet, systems, networks, wireless",871,Lixia Zhang,https://awards.acm.org/award-recipients/zhang_2613263,https://dblp.org/pid/122/9694,https://scholar.google.com/citations?user=CZyWk8kAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=CZyWk8kAAAAJ
for contributions to information management and security.,2.9567282,4.8551283,0,"cryptographic, systems, cryptography, privacy, security",872,Marianne Winslett,https://awards.acm.org/award-recipients/winslett_2577922,https://dblp.org/pid/w/MarianneWinslett,https://scholar.google.com/citations?user=v5LmxOQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=v5LmxOQAAAAJ
for contributions to programming languages and development environments.,-1.2849203,7.8880286,3,"systems, verification, languages, software, programming",873,Matthias Felleisen,https://awards.acm.org/award-recipients/felleisen_2089571,https://dblp.org/pid/f/MFelleisen,https://scholar.google.com/citations?user=KP-Vo44AAAAJ,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=KP-Vo44AAAAJ
for contributions to system software for parallel and distributed computing.,0.107889146,5.5751624,9,"memory, systems, distributed, parallel, computing",874,Michael Scott,https://awards.acm.org/award-recipients/scott_2109486,https://dblp.org/pid/123/4969,,
