Citation,x,y,cluster,keywords,Index,Full Name
for contributions to the security of mobile code.,-3.205849,-3.6649418,6,"secure, systems, cryptography, security, privacy",940,Peter Lee
for contributions to high-performance computing systems.,-5.0549912,0.22990179,3,"performance, parallel, design, memory, computing",941,Andrew A Chien
for contributions to computing technologies for people with disabilities.,3.9390292,8.717349,4,"service, science, computing, acm, computer",942,Vicki Hanson
"for contributions to database systems, particularly query optimization.",5.8417506,-4.1071134,8,"systems, management, query, data, database",943,Yannis Ioannidis
for leadership in the computer science community and contributions to system optimization.,0.4625747,3.2727818,7,"combinatorial, computational, complexity, theory, algorithms",944,Benjamin W. Wah
for contributions to functional programming languages.,-0.14774537,-6.614952,9,"systems, verification, languages, programming, software",945,Simon L Peyton-Jones
for inventions in processor architecture and design.,-6.628681,-3.4410057,3,"performance, parallel, design, memory, computing",946,Stamatis Vassiliadis
for contributions in pattern recognition theory.,8.463252,2.2951055,1,"mining, artificial, natural, intelligence, learning",947,Anil K Jain
for contributions to the study of human discourse.,10.717791,-0.99724406,1,"mining, artificial, natural, intelligence, learning",948,Barbara J Grosz
for contributions to computational molecular biology.,6.2165303,0.06159772,7,"combinatorial, computational, complexity, theory, algorithms",949,Bonnie Berger
"for leadership in, and service to, the computer science community.",0.481741,0.7692304,4,"service, science, computing, acm, computer",950,Brent T Hailpern
for contributions to information retrieval.,9.413237,0.37782726,1,"mining, artificial, natural, intelligence, learning",951,C J Van Rijsbergen
for contributions to high-speed networking.,-9.860118,-2.350238,0,"internet, systems, mobile, networks, wireless",952,Craig Partridge
for contributions to theoretical computer science.,1.7648461,2.8380122,7,"combinatorial, computational, complexity, theory, algorithms",953,Dexter Kozen
for contributions to high-performance computing.,-4.9684706,0.25079644,3,"performance, parallel, design, memory, computing",954,Daniel A Reed
for contributions to data mining.,8.129574,-0.2683503,1,"mining, artificial, natural, intelligence, learning",955,Rakesh Agrawal
"for contributions to wireless communication systems, and for leadership in the mobile computing and communications community.",-10.466904,-0.41167635,0,"internet, systems, mobile, networks, wireless",956,Victor Bahl
for contributions to secure database systems.,0.19125475,-2.9781904,6,"secure, systems, cryptography, security, privacy",957,Elisa Bertino
for contributions to bioinformatics.,6.565214,-0.293827,1,"mining, artificial, natural, intelligence, learning",958,Eugene Myers
for contributions to computer architecture.,-6.7147627,-3.5633671,3,"performance, parallel, design, memory, computing",959,Gurindar S Sohi
for contributions to database technology.,4.6524296,-4.097699,8,"systems, management, query, data, database",960,H V Jagadish
for contributions to human-computer interaction.,5.696722,7.1531687,5,"interaction, human, graphics, vision, computer",961,John Carroll
for contributions to natural language processing.,10.01692,-0.79603845,1,"mining, artificial, natural, intelligence, learning",962,Kathleen McKeown
for contributions to multiprocessor architecture.,-5.5741467,-4.1973877,3,"performance, parallel, design, memory, computing",963,Mark A Horowitz
for contributions in software testing and analysis.,-0.42249918,-8.71463,9,"systems, verification, languages, programming, software",964,Mary Harrold
for contributions to the design of systems and protocols for scalable network services.,-8.428687,-2.8691635,2,"networks, parallel, computing, systems, distributed",965,Mostafa Ammar
for contributions to low power design and testing of digital systems.,-3.7880807,-3.6322224,3,"performance, parallel, design, memory, computing",966,Niraj Jha
for contributions to functional programming languages.,-0.14788413,-6.6147985,9,"systems, verification, languages, programming, software",967,Paul Hudak
for contributions in pattern recognition and artificial intelligence.,8.297905,2.0962973,1,"mining, artificial, natural, intelligence, learning",968,Peter Hart
for contributions in knowledge discovery and data mining.,8.13176,-0.34144676,1,"mining, artificial, natural, intelligence, learning",969,Jiawei Han
for contributions to computer vision and multimedia information systems.,9.53552,4.244825,5,"interaction, human, graphics, vision, computer",970,Ramesh C Jain
for contributions to the engineering of reliable and secure software.,-2.4964705,-4.5335207,6,"secure, systems, cryptography, security, privacy",971,Richard Demillo
for contributions to internet architecture and protocols.,-10.815633,-3.8384364,0,"internet, systems, mobile, networks, wireless",972,Scott J Shenker
for contributions to ai and machine learning.,7.293241,1.2672044,1,"mining, artificial, natural, intelligence, learning",973,Stuart Russell
for contributions to human-computer interaction.,5.6969023,7.1533804,5,"interaction, human, graphics, vision, computer",974,Thomas Moran
for contributions to the design of dependable systems and networks.,-8.345315,-3.2157996,0,"internet, systems, mobile, networks, wireless",975,William Sanders
for contributions to mobile networks.,-10.8141985,-0.9543184,0,"internet, systems, mobile, networks, wireless",976,Yi-Bing Lin
"for contributions to image understanding and shape similarity, and for advancing the state of the art and the education in computer science in mexico.",9.377778,4.704148,5,"interaction, human, graphics, vision, computer",977,Adolfo Guzman
for contributions to the theory and practice of system dependability modeling.,-2.4784646,-4.2486258,9,"systems, verification, languages, programming, software",978,Ambuj Goyal
for contributions to vliw architectures and their compilers.,-3.7909212,-6.3489013,3,"performance, parallel, design, memory, computing",979,Bantwal R Rau
"for contributions to database system access methods, concurrency control, and recovery.",4.049601,-4.8831263,8,"systems, management, query, data, database",980,David B Lomet
for contributions to networks of small and large devices.,-9.911598,-1.7697519,0,"internet, systems, mobile, networks, wireless",981,David Culler
"for contributions to computer graphics, particularly non-photorealistic rendering.",9.383251,6.329533,5,"interaction, human, graphics, vision, computer",982,David H Salesin
"for contributions to reliable, high-performance transaction management.",-1.6314813,-2.233724,8,"systems, management, query, data, database",983,C. Mohan
for leadership in integrating the academic computer science and computational science communities.,0.342145,3.1666665,4,"service, science, computing, acm, computer",984,Sidney Karin
for contributions to social computing and human-computer interaction (hci) and for service to acm.,2.7836292,-0.059527695,4,"service, science, computing, acm, computer",985,Wendy A Kellogg
for contributions to the design and analysis of algorithms in number theory and computational geometry.,3.003611,6.342637,7,"combinatorial, computational, complexity, theory, algorithms",986,Gary L Miller
for contributions to efficient scalable algorithms.,5.5798273,3.2673273,7,"combinatorial, computational, complexity, theory, algorithms",987,George Varghese
"for contributions to efficient algorithms to flows, connectivity and matching.",1.272046,6.6560645,7,"combinatorial, computational, complexity, theory, algorithms",988,Harold N Gabow
for contributions to database system research and practice.,4.657404,-4.036783,8,"systems, management, query, data, database",989,Jeffrey F Naughton
